,ImagePath,Category
2875,C:/Anaconda/image/train\D\D_6_20140722-00200004.jpg,D
2876,C:/Anaconda/image/train\D\D_6_20140722-00200005.jpg,D
2877,C:/Anaconda/image/train\D\D_6_20140722-00200019.jpg,D
2878,C:/Anaconda/image/train\D\D_6_20140722-00200020.jpg,D
2879,C:/Anaconda/image/train\D\D_7_1018_1002_61327239.jpg,D
2880,C:/Anaconda/image/train\D\D_7_1019_1003_61327239.jpg,D
2881,C:/Anaconda/image/train\D\D_7_1020_1004_61327239.jpg,D
2882,C:/Anaconda/image/train\D\D_7_1021_1005_61327239.jpg,D
2883,C:/Anaconda/image/train\D\D_7_1022_1006_61327239.jpg,D
2884,C:/Anaconda/image/train\D\D_7_1023_1007_61327239.jpg,D
2885,C:/Anaconda/image/train\D\D_7_1024_1008_61327239.jpg,D
2886,C:/Anaconda/image/train\D\D_7_20140722-00200001.jpg,D
2887,C:/Anaconda/image/train\D\D_7_20140722-00200005.jpg,D
2888,C:/Anaconda/image/train\D\D_7_20140722-00200019.jpg,D
2889,C:/Anaconda/image/train\D\D_8_1017_1001_61327239.jpg,D
2890,C:/Anaconda/image/train\D\D_8_1018_1002_61327239.jpg,D
2891,C:/Anaconda/image/train\D\D_8_1019_1003_61327239.jpg,D
2892,C:/Anaconda/image/train\D\D_8_1020_1004_61327239.jpg,D
2893,C:/Anaconda/image/train\D\D_8_1021_1005_61327239.jpg,D
2894,C:/Anaconda/image/train\D\D_8_1022_1006_61327239.jpg,D
2895,C:/Anaconda/image/train\D\D_8_1023_1007_61327239.jpg,D
2896,C:/Anaconda/image/train\D\D_8_1024_1008_61327239.jpg,D
2897,C:/Anaconda/image/train\D\D_8_20140722-00200001.jpg,D
2898,C:/Anaconda/image/train\D\D_8_20140722-00200002.jpg,D
2899,C:/Anaconda/image/train\D\D_8_20140722-00200013.jpg,D
2900,C:/Anaconda/image/train\D\D_8_20140722-00200019.jpg,D
2901,C:/Anaconda/image/train\D\D_8_20140722-00200020.jpg,D
2902,C:/Anaconda/image/train\D\D_9_1017_1001_61327239.jpg,D
2903,C:/Anaconda/image/train\D\D_9_1018_1002_61327239.jpg,D
2904,C:/Anaconda/image/train\D\D_9_1020_1004_61327239.jpg,D
2905,C:/Anaconda/image/train\D\D_9_1021_1005_61327239.jpg,D
2906,C:/Anaconda/image/train\D\D_9_1022_1006_61327239.jpg,D
2907,C:/Anaconda/image/train\D\D_9_1023_1007_61327239.jpg,D
2908,C:/Anaconda/image/train\D\D_9_1024_1008_61327239.jpg,D
2909,C:/Anaconda/image/train\D\D_9_1025_1009_61327239.jpg,D
2910,C:/Anaconda/image/train\D\D_9_20140722-00200001.jpg,D
2911,C:/Anaconda/image/train\D\D_9_20140722-00200002.jpg,D
2912,C:/Anaconda/image/train\D\D_9_20140722-00200019.jpg,D
2913,C:/Anaconda/image/train\D\D_9_20140722-00200020.jpg,D
2914,C:/Anaconda/image/train\E\E_10_1020_1004_61327239.jpg,E
2915,C:/Anaconda/image/train\E\E_10_1021_1005_61327239.jpg,E
2916,C:/Anaconda/image/train\E\E_10_1022_1006_61327239.jpg,E
2917,C:/Anaconda/image/train\E\E_10_1023_1007_61327239.jpg,E
2918,C:/Anaconda/image/train\E\E_11_1017_1001_61327239.jpg,E
2919,C:/Anaconda/image/train\E\E_11_1019_1003_61327239.jpg,E
2920,C:/Anaconda/image/train\E\E_11_1020_1004_61327239.jpg,E
2921,C:/Anaconda/image/train\E\E_11_1022_1006_61327239.jpg,E
2922,C:/Anaconda/image/train\E\E_11_1023_1007_61327239.jpg,E
2923,C:/Anaconda/image/train\E\E_11_1024_1008_61327239.jpg,E
2924,C:/Anaconda/image/train\E\E_11_20140722-00200001.jpg,E
2925,C:/Anaconda/image/train\E\E_11_20140722-00200002.jpg,E
2926,C:/Anaconda/image/train\E\E_12_1018_1002_61327239.jpg,E
2927,C:/Anaconda/image/train\E\E_12_1020_1004_61327239.jpg,E
2928,C:/Anaconda/image/train\E\E_12_1021_1005_61327239.jpg,E
2929,C:/Anaconda/image/train\E\E_12_1022_1006_61327239.jpg,E
2930,C:/Anaconda/image/train\E\E_12_1024_1008_61327239.jpg,E
2931,C:/Anaconda/image/train\E\E_12_1025_1009_61327239.jpg,E
2932,C:/Anaconda/image/train\E\E_12_20140722-00200001.jpg,E
2933,C:/Anaconda/image/train\E\E_2_1017_1001_61327239.jpg,E
2934,C:/Anaconda/image/train\E\E_2_1018_1002_61327239.jpg,E
2935,C:/Anaconda/image/train\E\E_2_1019_1003_61327239.jpg,E
2936,C:/Anaconda/image/train\E\E_2_1021_1005_61327239.jpg,E
2937,C:/Anaconda/image/train\E\E_2_1022_1006_61327239.jpg,E
2938,C:/Anaconda/image/train\E\E_2_1023_1007_61327239.jpg,E
2939,C:/Anaconda/image/train\E\E_2_20140722-00200002.jpg,E
2940,C:/Anaconda/image/train\E\E_2_20140722-00200003.jpg,E
2941,C:/Anaconda/image/train\E\E_2_20140722-00200004.jpg,E
2942,C:/Anaconda/image/train\E\E_2_20140722-00200005.jpg,E
2943,C:/Anaconda/image/train\E\E_2_20140722-00200006.jpg,E
2944,C:/Anaconda/image/train\E\E_2_20140722-00200008.jpg,E
2945,C:/Anaconda/image/train\E\E_2_20140722-00200010.jpg,E
2946,C:/Anaconda/image/train\E\E_2_20140722-00200011.jpg,E
2947,C:/Anaconda/image/train\E\E_2_20140722-00200012.jpg,E
2948,C:/Anaconda/image/train\E\E_2_20140722-00200015.jpg,E
2949,C:/Anaconda/image/train\E\E_2_20140722-00200017.jpg,E
2950,C:/Anaconda/image/train\E\E_2_20140722-00200018.jpg,E
2951,C:/Anaconda/image/train\E\E_2_20140722-00200019.jpg,E
2952,C:/Anaconda/image/train\E\E_2_20140722-00200020.jpg,E
2953,C:/Anaconda/image/train\E\E_3_1017_1001_61327239.jpg,E
2954,C:/Anaconda/image/train\E\E_3_1019_1003_61327239.jpg,E
2955,C:/Anaconda/image/train\E\E_3_1020_1004_61327239.jpg,E
2956,C:/Anaconda/image/train\E\E_3_1021_1005_61327239.jpg,E
2957,C:/Anaconda/image/train\E\E_3_1022_1006_61327239.jpg,E
2958,C:/Anaconda/image/train\E\E_3_1023_1007_61327239.jpg,E
2959,C:/Anaconda/image/train\E\E_3_1024_1008_61327239.jpg,E
2960,C:/Anaconda/image/train\E\E_3_1025_1009_61327239.jpg,E
2961,C:/Anaconda/image/train\E\E_3_20140722-00200001.jpg,E
2962,C:/Anaconda/image/train\E\E_3_20140722-00200002.jpg,E
2963,C:/Anaconda/image/train\E\E_3_20140722-00200004.jpg,E
2964,C:/Anaconda/image/train\E\E_3_20140722-00200006.jpg,E
2965,C:/Anaconda/image/train\E\E_3_20140722-00200008.jpg,E
2966,C:/Anaconda/image/train\E\E_3_20140722-00200015.jpg,E
2967,C:/Anaconda/image/train\E\E_3_20140722-00200019.jpg,E
2968,C:/Anaconda/image/train\E\E_3_20140722-00200020.jpg,E
2969,C:/Anaconda/image/train\E\E_4_1018_1002_61327239.jpg,E
2970,C:/Anaconda/image/train\E\E_4_1020_1004_61327239.jpg,E
2971,C:/Anaconda/image/train\E\E_4_1021_1005_61327239.jpg,E
2972,C:/Anaconda/image/train\E\E_4_1022_1006_61327239.jpg,E
2973,C:/Anaconda/image/train\E\E_4_1023_1007_61327239.jpg,E
2974,C:/Anaconda/image/train\E\E_4_1024_1008_61327239.jpg,E
2975,C:/Anaconda/image/train\E\E_4_1025_1009_61327239.jpg,E
2976,C:/Anaconda/image/train\E\E_4_20140722-00200001.jpg,E
2977,C:/Anaconda/image/train\E\E_4_20140722-00200004.jpg,E
2978,C:/Anaconda/image/train\E\E_5_1021_1005_61327239.jpg,E
2979,C:/Anaconda/image/train\E\E_5_1022_1006_61327239.jpg,E
2980,C:/Anaconda/image/train\E\E_5_1025_1009_61327239.jpg,E
2981,C:/Anaconda/image/train\E\E_5_20140722-00200001.jpg,E
2982,C:/Anaconda/image/train\E\E_5_20140722-00200004.jpg,E
2983,C:/Anaconda/image/train\E\E_5_20140722-00200005.jpg,E
2984,C:/Anaconda/image/train\E\E_5_20140722-00200019.jpg,E
2985,C:/Anaconda/image/train\E\E_5_20140722-00200020.jpg,E
2986,C:/Anaconda/image/train\E\E_6_1017_1001_61327239.jpg,E
2987,C:/Anaconda/image/train\E\E_6_1021_1005_61327239.jpg,E
2988,C:/Anaconda/image/train\E\E_6_1022_1006_61327239.jpg,E
2989,C:/Anaconda/image/train\E\E_6_1023_1007_61327239.jpg,E
2990,C:/Anaconda/image/train\E\E_6_1024_1008_61327239.jpg,E
2991,C:/Anaconda/image/train\E\E_6_1025_1009_61327239.jpg,E
2992,C:/Anaconda/image/train\E\E_6_20140722-00200001.jpg,E
2993,C:/Anaconda/image/train\E\E_6_20140722-00200004.jpg,E
2994,C:/Anaconda/image/train\E\E_6_20140722-00200005.jpg,E
2995,C:/Anaconda/image/train\E\E_6_20140722-00200010.jpg,E
2996,C:/Anaconda/image/train\E\E_6_20140722-00200020.jpg,E
2997,C:/Anaconda/image/train\E\E_7_1017_1001_61327239.jpg,E
2998,C:/Anaconda/image/train\E\E_7_1018_1002_61327239.jpg,E
2999,C:/Anaconda/image/train\E\E_7_1019_1003_61327239.jpg,E
3000,C:/Anaconda/image/train\E\E_7_1021_1005_61327239.jpg,E
3001,C:/Anaconda/image/train\E\E_7_1022_1006_61327239.jpg,E
3002,C:/Anaconda/image/train\E\E_8_1018_1002_61327239.jpg,E
3003,C:/Anaconda/image/train\E\E_8_1019_1003_61327239.jpg,E
3004,C:/Anaconda/image/train\E\E_8_1023_1007_61327239.jpg,E
3005,C:/Anaconda/image/train\E\E_8_1024_1008_61327239.jpg,E
3006,C:/Anaconda/image/train\E\E_8_1025_1009_61327239.jpg,E
3007,C:/Anaconda/image/train\E\E_8_20140722-00200001.jpg,E
3008,C:/Anaconda/image/train\E\E_9_1018_1002_61327239.jpg,E
3009,C:/Anaconda/image/train\E\E_9_1020_1004_61327239.jpg,E
3010,C:/Anaconda/image/train\E\E_9_1021_1005_61327239.jpg,E
3011,C:/Anaconda/image/train\E\E_9_1022_1006_61327239.jpg,E
3012,C:/Anaconda/image/train\E\E_9_1023_1007_61327239.jpg,E
3013,C:/Anaconda/image/train\E\E_9_1024_1008_61327239.jpg,E
3014,C:/Anaconda/image/train\E\E_9_1025_1009_61327239.jpg,E
3015,C:/Anaconda/image/train\E\E_9_20140722-00200001.jpg,E
3016,C:/Anaconda/image/train\E\E_9_20140722-00200019.jpg,E
3017,C:/Anaconda/image/train\F\F_10_1017_1001_61327239.jpg,F
3018,C:/Anaconda/image/train\F\F_10_1018_1002_61327239.jpg,F
3019,C:/Anaconda/image/train\F\F_10_1019_1003_61327239.jpg,F
3020,C:/Anaconda/image/train\F\F_10_1021_1005_61327239.jpg,F
3021,C:/Anaconda/image/train\F\F_10_1022_1006_61327239.jpg,F
3022,C:/Anaconda/image/train\F\F_10_1023_1007_61327239.jpg,F
3023,C:/Anaconda/image/train\F\F_10_1024_1008_61327239.jpg,F
3024,C:/Anaconda/image/train\F\F_10_20140722-00200001.jpg,F
3025,C:/Anaconda/image/train\F\F_10_20140722-00200002.jpg,F
3026,C:/Anaconda/image/train\F\F_11_1017_1001_61327239.jpg,F
3027,C:/Anaconda/image/train\F\F_11_1019_1003_61327239.jpg,F
3028,C:/Anaconda/image/train\F\F_11_1020_1004_61327239.jpg,F
3029,C:/Anaconda/image/train\F\F_11_1022_1006_61327239.jpg,F
3030,C:/Anaconda/image/train\F\F_11_1023_1007_61327239.jpg,F
3031,C:/Anaconda/image/train\F\F_11_1024_1008_61327239.jpg,F
3032,C:/Anaconda/image/train\F\F_11_20140722-00200001.jpg,F
3033,C:/Anaconda/image/train\F\F_11_20140722-00200002.jpg,F
3034,C:/Anaconda/image/train\F\F_12_1018_1002_61327239.jpg,F
3035,C:/Anaconda/image/train\F\F_12_1019_1003_61327239.jpg,F
3036,C:/Anaconda/image/train\F\F_12_1020_1004_61327239.jpg,F
3037,C:/Anaconda/image/train\F\F_12_1021_1005_61327239.jpg,F
3038,C:/Anaconda/image/train\F\F_12_1022_1006_61327239.jpg,F
3039,C:/Anaconda/image/train\F\F_12_1024_1008_61327239.jpg,F
3040,C:/Anaconda/image/train\F\F_12_1025_1009_61327239.jpg,F
3041,C:/Anaconda/image/train\F\F_12_20140722-00200001.jpg,F
3042,C:/Anaconda/image/train\F\F_2_1017_1001_61327239.jpg,F
3043,C:/Anaconda/image/train\F\F_2_1018_1002_61327239.jpg,F
3044,C:/Anaconda/image/train\F\F_2_1019_1003_61327239.jpg,F
3045,C:/Anaconda/image/train\F\F_2_1020_1004_61327239.jpg,F
3046,C:/Anaconda/image/train\F\F_2_1021_1005_61327239.jpg,F
3047,C:/Anaconda/image/train\F\F_2_1022_1006_61327239.jpg,F
3048,C:/Anaconda/image/train\F\F_2_1023_1007_61327239.jpg,F
3049,C:/Anaconda/image/train\F\F_2_1024_1008_61327239.jpg,F
3050,C:/Anaconda/image/train\F\F_2_1025_1009_61327239.jpg,F
3051,C:/Anaconda/image/train\F\F_2_20140722-00200001.jpg,F
3052,C:/Anaconda/image/train\F\F_2_20140722-00200002.jpg,F
3053,C:/Anaconda/image/train\F\F_2_20140722-00200003.jpg,F
3054,C:/Anaconda/image/train\F\F_2_20140722-00200004.jpg,F
3055,C:/Anaconda/image/train\F\F_2_20140722-00200006.jpg,F
3056,C:/Anaconda/image/train\F\F_2_20140722-00200008.jpg,F
3057,C:/Anaconda/image/train\F\F_2_20140722-00200010.jpg,F
3058,C:/Anaconda/image/train\F\F_2_20140722-00200011.jpg,F
3059,C:/Anaconda/image/train\F\F_2_20140722-00200012.jpg,F
3060,C:/Anaconda/image/train\F\F_2_20140722-00200015.jpg,F
3061,C:/Anaconda/image/train\F\F_2_20140722-00200017.jpg,F
3062,C:/Anaconda/image/train\F\F_2_20140722-00200019.jpg,F
3063,C:/Anaconda/image/train\F\F_2_20140722-00200020.jpg,F
3064,C:/Anaconda/image/train\F\F_3_1017_1001_61327239.jpg,F
3065,C:/Anaconda/image/train\F\F_3_1018_1002_61327239.jpg,F
3066,C:/Anaconda/image/train\F\F_3_1019_1003_61327239.jpg,F
3067,C:/Anaconda/image/train\F\F_3_1020_1004_61327239.jpg,F
3068,C:/Anaconda/image/train\F\F_3_1021_1005_61327239.jpg,F
3069,C:/Anaconda/image/train\F\F_3_1022_1006_61327239.jpg,F
3070,C:/Anaconda/image/train\F\F_3_1023_1007_61327239.jpg,F
3071,C:/Anaconda/image/train\F\F_3_1024_1008_61327239.jpg,F
3072,C:/Anaconda/image/train\F\F_3_20140722-00200001.jpg,F
3073,C:/Anaconda/image/train\F\F_3_20140722-00200002.jpg,F
3074,C:/Anaconda/image/train\F\F_3_20140722-00200004.jpg,F
3075,C:/Anaconda/image/train\F\F_3_20140722-00200006.jpg,F
3076,C:/Anaconda/image/train\F\F_3_20140722-00200008.jpg,F
3077,C:/Anaconda/image/train\F\F_3_20140722-00200010.jpg,F
3078,C:/Anaconda/image/train\F\F_3_20140722-00200011.jpg,F
3079,C:/Anaconda/image/train\F\F_3_20140722-00200015.jpg,F
3080,C:/Anaconda/image/train\F\F_3_20140722-00200017.jpg,F
3081,C:/Anaconda/image/train\F\F_3_20140722-00200020.jpg,F
3082,C:/Anaconda/image/train\F\F_4_1017_1001_61327239.jpg,F
3083,C:/Anaconda/image/train\F\F_4_1018_1002_61327239.jpg,F
3084,C:/Anaconda/image/train\F\F_4_1019_1003_61327239.jpg,F
3085,C:/Anaconda/image/train\F\F_4_1021_1005_61327239.jpg,F
3086,C:/Anaconda/image/train\F\F_4_1022_1006_61327239.jpg,F
3087,C:/Anaconda/image/train\F\F_4_1023_1007_61327239.jpg,F
3088,C:/Anaconda/image/train\F\F_4_1025_1009_61327239.jpg,F
3089,C:/Anaconda/image/train\F\F_4_20140722-00200002.jpg,F
3090,C:/Anaconda/image/train\F\F_4_20140722-00200004.jpg,F
3091,C:/Anaconda/image/train\F\F_4_20140722-00200005.jpg,F
3092,C:/Anaconda/image/train\F\F_4_20140722-00200006.jpg,F
3093,C:/Anaconda/image/train\F\F_4_20140722-00200010.jpg,F
3094,C:/Anaconda/image/train\F\F_4_20140722-00200015.jpg,F
3095,C:/Anaconda/image/train\F\F_4_20140722-00200017.jpg,F
3096,C:/Anaconda/image/train\F\F_4_20140722-00200019.jpg,F
3097,C:/Anaconda/image/train\F\F_4_20140722-00200020.jpg,F
3098,C:/Anaconda/image/train\F\F_5_1017_1001_61327239.jpg,F
3099,C:/Anaconda/image/train\F\F_5_1018_1002_61327239.jpg,F
3100,C:/Anaconda/image/train\F\F_5_1021_1005_61327239.jpg,F
3101,C:/Anaconda/image/train\F\F_5_1022_1006_61327239.jpg,F
3102,C:/Anaconda/image/train\F\F_5_1023_1007_61327239.jpg,F
3103,C:/Anaconda/image/train\F\F_5_1025_1009_61327239.jpg,F
3104,C:/Anaconda/image/train\F\F_5_20140722-00200001.jpg,F
3105,C:/Anaconda/image/train\F\F_5_20140722-00200005.jpg,F
3106,C:/Anaconda/image/train\F\F_5_20140722-00200006.jpg,F
3107,C:/Anaconda/image/train\F\F_5_20140722-00200012.jpg,F
3108,C:/Anaconda/image/train\F\F_5_20140722-00200015.jpg,F
3109,C:/Anaconda/image/train\F\F_5_20140722-00200017.jpg,F
3110,C:/Anaconda/image/train\F\F_5_20140722-00200019.jpg,F
3111,C:/Anaconda/image/train\F\F_6_1018_1002_61327239.jpg,F
3112,C:/Anaconda/image/train\F\F_6_1021_1005_61327239.jpg,F
3113,C:/Anaconda/image/train\F\F_6_1023_1007_61327239.jpg,F
3114,C:/Anaconda/image/train\F\F_6_1025_1009_61327239.jpg,F
3115,C:/Anaconda/image/train\F\F_6_20140722-00200001.jpg,F
3116,C:/Anaconda/image/train\F\F_6_20140722-00200002.jpg,F
3117,C:/Anaconda/image/train\F\F_6_20140722-00200004.jpg,F
3118,C:/Anaconda/image/train\F\F_6_20140722-00200010.jpg,F
3119,C:/Anaconda/image/train\F\F_6_20140722-00200019.jpg,F
3120,C:/Anaconda/image/train\F\F_6_20140722-00200020.jpg,F
3121,C:/Anaconda/image/train\F\F_7_1017_1001_61327239.jpg,F
3122,C:/Anaconda/image/train\F\F_7_1018_1002_61327239.jpg,F
3123,C:/Anaconda/image/train\F\F_7_1021_1005_61327239.jpg,F
3124,C:/Anaconda/image/train\F\F_7_1022_1006_61327239.jpg,F
3125,C:/Anaconda/image/train\F\F_7_1023_1007_61327239.jpg,F
3126,C:/Anaconda/image/train\F\F_7_1025_1009_61327239.jpg,F
3127,C:/Anaconda/image/train\F\F_7_20140722-00200001.jpg,F
3128,C:/Anaconda/image/train\F\F_7_20140722-00200010.jpg,F
3129,C:/Anaconda/image/train\F\F_7_20140722-00200019.jpg,F
3130,C:/Anaconda/image/train\F\F_7_20140722-00200020.jpg,F
3131,C:/Anaconda/image/train\F\F_8_1017_1001_61327239.jpg,F
3132,C:/Anaconda/image/train\F\F_8_1018_1002_61327239.jpg,F
3133,C:/Anaconda/image/train\F\F_8_1019_1003_61327239.jpg,F
3134,C:/Anaconda/image/train\F\F_8_1023_1007_61327239.jpg,F
3135,C:/Anaconda/image/train\F\F_8_1024_1008_61327239.jpg,F
3136,C:/Anaconda/image/train\F\F_8_1025_1009_61327239.jpg,F
3137,C:/Anaconda/image/train\F\F_8_20140722-00200020.jpg,F
3138,C:/Anaconda/image/train\F\F_9_1017_1001_61327239.jpg,F
3139,C:/Anaconda/image/train\F\F_9_1018_1002_61327239.jpg,F
3140,C:/Anaconda/image/train\F\F_9_1021_1005_61327239.jpg,F
3141,C:/Anaconda/image/train\F\F_9_1022_1006_61327239.jpg,F
3142,C:/Anaconda/image/train\F\F_9_1023_1007_61327239.jpg,F
3143,C:/Anaconda/image/train\F\F_9_1024_1008_61327239.jpg,F
3144,C:/Anaconda/image/train\F\F_9_1025_1009_61327239.jpg,F
3145,C:/Anaconda/image/train\F\F_9_20140722-00200001.jpg,F
3146,C:/Anaconda/image/train\F\F_9_20140722-00200002.jpg,F
3147,C:/Anaconda/image/train\F\F_9_20140722-00200019.jpg,F
3148,C:/Anaconda/image/train\G\G_10_1017_1001_61327239.jpg,G
3149,C:/Anaconda/image/train\G\G_10_1019_1003_61327239.jpg,G
3150,C:/Anaconda/image/train\G\G_10_1020_1004_61327239.jpg,G
3151,C:/Anaconda/image/train\G\G_10_1021_1005_61327239.jpg,G
3152,C:/Anaconda/image/train\G\G_10_1023_1007_61327239.jpg,G
3153,C:/Anaconda/image/train\G\G_10_1024_1008_61327239.jpg,G
3154,C:/Anaconda/image/train\G\G_10_1025_1009_61327239.jpg,G
3155,C:/Anaconda/image/train\G\G_10_20140722-00200001.jpg,G
3156,C:/Anaconda/image/train\G\G_10_20140722-00200002.jpg,G
3157,C:/Anaconda/image/train\G\G_10_20140722-00200020.jpg,G
3158,C:/Anaconda/image/train\G\G_11_1017_1001_61327239.jpg,G
3159,C:/Anaconda/image/train\G\G_11_1018_1002_61327239.jpg,G
3160,C:/Anaconda/image/train\G\G_11_1019_1003_61327239.jpg,G
3161,C:/Anaconda/image/train\G\G_11_1020_1004_61327239.jpg,G
3162,C:/Anaconda/image/train\G\G_11_1021_1005_61327239.jpg,G
3163,C:/Anaconda/image/train\G\G_11_1022_1006_61327239.jpg,G
3164,C:/Anaconda/image/train\G\G_11_1023_1007_61327239.jpg,G
3165,C:/Anaconda/image/train\G\G_11_1025_1009_61327239.jpg,G
3166,C:/Anaconda/image/train\G\G_11_20140722-00200001.jpg,G
3167,C:/Anaconda/image/train\G\G_11_20140722-00200002.jpg,G
3168,C:/Anaconda/image/train\G\G_12_1018_1002_61327239.jpg,G
3169,C:/Anaconda/image/train\G\G_12_1019_1003_61327239.jpg,G
3170,C:/Anaconda/image/train\G\G_12_1020_1004_61327239.jpg,G
3171,C:/Anaconda/image/train\G\G_12_1023_1007_61327239.jpg,G
3172,C:/Anaconda/image/train\G\G_12_1024_1008_61327239.jpg,G
3173,C:/Anaconda/image/train\G\G_12_1025_1009_61327239.jpg,G
3174,C:/Anaconda/image/train\G\G_12_20140722-00200001.jpg,G
3175,C:/Anaconda/image/train\G\G_12_20140722-00200002.jpg,G
3176,C:/Anaconda/image/train\G\G_2_1022_1006_61327239.jpg,G
3177,C:/Anaconda/image/train\G\G_2_1024_1008_61327239.jpg,G
3178,C:/Anaconda/image/train\G\G_2_1025_1009_61327239.jpg,G
3179,C:/Anaconda/image/train\G\G_2_20140722-00200001.jpg,G
3180,C:/Anaconda/image/train\G\G_2_20140722-00200002.jpg,G
3181,C:/Anaconda/image/train\G\G_2_20140722-00200003.jpg,G
3182,C:/Anaconda/image/train\G\G_2_20140722-00200004.jpg,G
3183,C:/Anaconda/image/train\G\G_2_20140722-00200005.jpg,G
3184,C:/Anaconda/image/train\G\G_2_20140722-00200006.jpg,G
3185,C:/Anaconda/image/train\G\G_2_20140722-00200010.jpg,G
3186,C:/Anaconda/image/train\G\G_2_20140722-00200011.jpg,G
3187,C:/Anaconda/image/train\G\G_2_20140722-00200012.jpg,G
3188,C:/Anaconda/image/train\G\G_2_20140722-00200017.jpg,G
3189,C:/Anaconda/image/train\G\G_2_20140722-00200018.jpg,G
3190,C:/Anaconda/image/train\G\G_2_20140722-00200020.jpg,G
3191,C:/Anaconda/image/train\G\G_3_1018_1002_61327239.jpg,G
3192,C:/Anaconda/image/train\G\G_3_1020_1004_61327239.jpg,G
3193,C:/Anaconda/image/train\G\G_3_1021_1005_61327239.jpg,G
3194,C:/Anaconda/image/train\G\G_3_1022_1006_61327239.jpg,G
3195,C:/Anaconda/image/train\G\G_3_1023_1007_61327239.jpg,G
3196,C:/Anaconda/image/train\G\G_3_1024_1008_61327239.jpg,G
3197,C:/Anaconda/image/train\G\G_3_1025_1009_61327239.jpg,G
3198,C:/Anaconda/image/train\G\G_3_20140722-00200001.jpg,G
3199,C:/Anaconda/image/train\G\G_3_20140722-00200005.jpg,G
3200,C:/Anaconda/image/train\G\G_3_20140722-00200006.jpg,G
3201,C:/Anaconda/image/train\G\G_3_20140722-00200008.jpg,G
3202,C:/Anaconda/image/train\G\G_3_20140722-00200010.jpg,G
3203,C:/Anaconda/image/train\G\G_3_20140722-00200017.jpg,G
3204,C:/Anaconda/image/train\G\G_3_20140722-00200018.jpg,G
3205,C:/Anaconda/image/train\G\G_3_20140722-00200019.jpg,G
3206,C:/Anaconda/image/train\G\G_3_20140722-00200020.jpg,G
3207,C:/Anaconda/image/train\G\G_4_1021_1005_61327239.jpg,G
3208,C:/Anaconda/image/train\G\G_4_1022_1006_61327239.jpg,G
3209,C:/Anaconda/image/train\G\G_4_20140722-00200001.jpg,G
3210,C:/Anaconda/image/train\G\G_4_20140722-00200017.jpg,G
3211,C:/Anaconda/image/train\G\G_4_20140722-00200019.jpg,G
3212,C:/Anaconda/image/train\G\G_4_20140722-00200020.jpg,G
3213,C:/Anaconda/image/train\G\G_5_1019_1003_61327239.jpg,G
3214,C:/Anaconda/image/train\G\G_5_1020_1004_61327239.jpg,G
3215,C:/Anaconda/image/train\G\G_5_1021_1005_61327239.jpg,G
3216,C:/Anaconda/image/train\G\G_5_1022_1006_61327239.jpg,G
3217,C:/Anaconda/image/train\G\G_5_1023_1007_61327239.jpg,G
3218,C:/Anaconda/image/train\G\G_5_20140722-00200001.jpg,G
3219,C:/Anaconda/image/train\G\G_5_20140722-00200020.jpg,G
3220,C:/Anaconda/image/train\G\G_6_1018_1002_61327239.jpg,G
3221,C:/Anaconda/image/train\G\G_6_1019_1003_61327239.jpg,G
3222,C:/Anaconda/image/train\G\G_6_1020_1004_61327239.jpg,G
3223,C:/Anaconda/image/train\G\G_6_1021_1005_61327239.jpg,G
3224,C:/Anaconda/image/train\G\G_6_1022_1006_61327239.jpg,G
3225,C:/Anaconda/image/train\G\G_6_1023_1007_61327239.jpg,G
3226,C:/Anaconda/image/train\G\G_6_1024_1008_61327239.jpg,G
3227,C:/Anaconda/image/train\G\G_6_1025_1009_61327239.jpg,G
3228,C:/Anaconda/image/train\G\G_7_1017_1001_61327239.jpg,G
3229,C:/Anaconda/image/train\G\G_7_1018_1002_61327239.jpg,G
3230,C:/Anaconda/image/train\G\G_7_1019_1003_61327239.jpg,G
3231,C:/Anaconda/image/train\G\G_7_1020_1004_61327239.jpg,G
3232,C:/Anaconda/image/train\G\G_7_1023_1007_61327239.jpg,G
3233,C:/Anaconda/image/train\G\G_7_1024_1008_61327239.jpg,G
3234,C:/Anaconda/image/train\G\G_7_20140722-00200001.jpg,G
3235,C:/Anaconda/image/train\G\G_7_20140722-00200002.jpg,G
3236,C:/Anaconda/image/train\G\G_7_20140722-00200005.jpg,G
3237,C:/Anaconda/image/train\G\G_7_20140722-00200019.jpg,G
3238,C:/Anaconda/image/train\G\G_8_1021_1005_61327239.jpg,G
3239,C:/Anaconda/image/train\G\G_8_1022_1006_61327239.jpg,G
3240,C:/Anaconda/image/train\G\G_8_1024_1008_61327239.jpg,G
3241,C:/Anaconda/image/train\G\G_8_1025_1009_61327239.jpg,G
3242,C:/Anaconda/image/train\G\G_8_20140722-00200002.jpg,G
3243,C:/Anaconda/image/train\G\G_8_20140722-00200013.jpg,G
3244,C:/Anaconda/image/train\G\G_8_20140722-00200019.jpg,G
3245,C:/Anaconda/image/train\G\G_8_20140722-00200020.jpg,G
3246,C:/Anaconda/image/train\G\G_9_1017_1001_61327239.jpg,G
3247,C:/Anaconda/image/train\G\G_9_1019_1003_61327239.jpg,G
3248,C:/Anaconda/image/train\G\G_9_1022_1006_61327239.jpg,G
3249,C:/Anaconda/image/train\G\G_9_20140722-00200001.jpg,G
3250,C:/Anaconda/image/train\G\G_9_20140722-00200002.jpg,G
